update,train_mse,val_mse,lr,grad_norm,param_count,elapsed_s,nan_inf
0,0.3829760253429413,0.4387199282646179,1e-08,3.2728545665740967,727695,3.1008434295654297,False
100,0.38077518343925476,0.37227463722229004,1.01e-06,2.8884525299072266,727695,4.10142183303833,False
200,0.40716955065727234,0.34736764430999756,2.0100000000000002e-06,2.832313060760498,727695,5.101510524749756,False
300,0.35644781589508057,0.32651403546333313,3.01e-06,2.2569472789764404,727695,6.099512338638306,False
400,0.27004045248031616,0.28325268626213074,4.01e-06,1.1442363262176514,727695,7.099590301513672,False
500,0.2532639801502228,0.237775981426239,5.01e-06,0.6683599352836609,727695,8.101818323135376,False
600,0.224386066198349,0.22416181862354279,6.01e-06,0.4406625032424927,727695,9.096846580505371,False
700,0.18860986828804016,0.2345649152994156,7.01e-06,0.39149272441864014,727695,10.093880891799927,False
800,0.20435236394405365,0.18592825531959534,8.010000000000001e-06,0.4176792800426483,727695,11.093673944473267,False
900,0.16872157156467438,0.1682313233613968,9.01e-06,0.3848213255405426,727695,12.097944736480713,False
1000,0.16974125802516937,0.16713744401931763,1.001e-05,0.30542290210723877,727695,13.099900722503662,False
1100,0.16881005465984344,0.16075697541236877,1.1010000000000001e-05,0.22413016855716705,727695,14.102968454360962,False
1200,0.15013279020786285,0.15531478822231293,1.201e-05,0.3559228777885437,727695,15.097768545150757,False
1300,0.14750191569328308,0.14463165402412415,1.301e-05,0.25494784116744995,727695,16.091874837875366,False
1400,0.1451730877161026,0.14356128871440887,1.4010000000000001e-05,0.27905991673469543,727695,17.083904504776,False
1500,0.13647325336933136,0.1456926167011261,1.5010000000000002e-05,0.3003550171852112,727695,18.081157207489014,False
1600,0.12221779674291611,0.12647093832492828,1.601e-05,0.298968642950058,727695,19.073930025100708,False
1700,0.13639572262763977,0.12798123061656952,1.701e-05,0.31075677275657654,727695,20.0679931640625,False
1800,0.12211152166128159,0.13719144463539124,1.8010000000000002e-05,0.302203893661499,727695,21.06200361251831,False
1900,0.12727494537830353,0.12082001566886902,1.901e-05,0.2656146287918091,727695,22.055524349212646,False
2000,0.12495754659175873,0.12028162181377411,2.001e-05,0.27163803577423096,727695,23.046746253967285,False
2100,0.12068100273609161,0.12910042703151703,2.101e-05,0.2859020531177521,727695,24.040528059005737,False
2200,0.13648691773414612,0.11548815667629242,2.201e-05,0.354540079832077,727695,25.029518604278564,False
2300,0.11797212064266205,0.1251075565814972,2.301e-05,0.33888041973114014,727695,26.019726037979126,False
2400,0.11997313052415848,0.11466386914253235,2.4010000000000002e-05,0.37687093019485474,727695,27.01040267944336,False
2500,0.10754238814115524,0.11807936429977417,2.501e-05,0.2825414836406708,727695,28.010082006454468,False
2600,0.11854204535484314,0.11642444133758545,2.601e-05,0.264480322599411,727695,29.006072282791138,False
2700,0.1065484806895256,0.0946892648935318,2.701e-05,0.3182920515537262,727695,29.999277591705322,False
2800,0.11322955042123795,0.10914460569620132,2.8010000000000005e-05,0.37550365924835205,727695,30.99439239501953,False
2900,0.10515443980693817,0.10575354099273682,2.9010000000000005e-05,0.26702880859375,727695,31.9864821434021,False
3000,0.0963512510061264,0.10598115622997284,3.001e-05,0.24962876737117767,727695,32.99192190170288,False
3100,0.09961462765932083,0.10814797878265381,3.101e-05,0.4105547070503235,727695,33.99645209312439,False
3200,0.10429400205612183,0.09836374223232269,3.201e-05,0.26737797260284424,727695,35.00069785118103,False
3300,0.103712297976017,0.1044754609465599,3.3010000000000004e-05,0.2813677489757538,727695,35.99638485908508,False
