update,train_mse,val_mse,lr,grad_norm,param_count,elapsed_s,nan_inf
0,0.39956825971603394,0.3383188545703888,1e-08,2.291987419128418,727695,2.3875892162323,False
100,0.33014991879463196,0.31894218921661377,1.01e-06,1.7832714319229126,727695,3.4139769077301025,False
200,0.3301427662372589,0.3421066105365753,2.0100000000000002e-06,1.835237741470337,727695,4.4152374267578125,False
300,0.3106764853000641,0.3201389014720917,3.01e-06,1.4641311168670654,727695,5.403642416000366,False
400,0.29628607630729675,0.29072850942611694,4.01e-06,1.1378939151763916,727695,6.399108409881592,False
500,0.250761479139328,0.25854647159576416,5.01e-06,0.5761176943778992,727695,7.393870830535889,False
600,0.21552403271198273,0.2147361785173416,6.01e-06,0.5057257413864136,727695,8.3900625705719,False
700,0.20359574258327484,0.20313307642936707,7.01e-06,0.3430241048336029,727695,9.385942220687866,False
800,0.20045100152492523,0.18624943494796753,8.010000000000001e-06,0.3883201777935028,727695,10.382967233657837,False
900,0.17731310427188873,0.18967467546463013,9.01e-06,0.24007493257522583,727695,11.384944915771484,False
1000,0.16319406032562256,0.1736738532781601,1.001e-05,0.21171171963214874,727695,12.383998155593872,False
1100,0.1703520119190216,0.15539151430130005,1.1010000000000001e-05,0.34967294335365295,727695,13.382071495056152,False
1200,0.15146784484386444,0.1451886147260666,1.201e-05,0.26004335284233093,727695,14.376041412353516,False
1300,0.14896728098392487,0.14016470313072205,1.301e-05,0.22011078894138336,727695,15.377926588058472,False
1400,0.13676351308822632,0.1396307647228241,1.4010000000000001e-05,0.30425772070884705,727695,16.375109910964966,False
1500,0.14821159839630127,0.13279959559440613,1.5010000000000002e-05,0.3242177665233612,727695,17.372174739837646,False
1600,0.13544002175331116,0.13333062827587128,1.601e-05,0.26213201880455017,727695,18.366201639175415,False
1700,0.134278804063797,0.13014744222164154,1.701e-05,0.3917892575263977,727695,19.367602109909058,False
1800,0.12447896599769592,0.12381959706544876,1.8010000000000002e-05,0.2806333601474762,727695,20.368406534194946,False
1900,0.12533725798130035,0.12833860516548157,1.901e-05,0.22312797605991364,727695,21.372648239135742,False
2000,0.11928685754537582,0.11845897138118744,2.001e-05,0.22151176631450653,727695,22.37054181098938,False
2100,0.13506187498569489,0.118056520819664,2.101e-05,0.2841416299343109,727695,23.374639987945557,False
2200,0.10452429205179214,0.12048923969268799,2.201e-05,0.4261019229888916,727695,24.378439903259277,False
2300,0.11863422393798828,0.10875207930803299,2.301e-05,0.3069925010204315,727695,25.3824360370636,False
2400,0.11705008894205093,0.11224684864282608,2.4010000000000002e-05,0.3068443238735199,727695,26.38242197036743,False
2500,0.11556987464427948,0.11898139119148254,2.501e-05,0.24718426167964935,727695,27.386672973632812,False
2600,0.11272121965885162,0.12318924814462662,2.601e-05,0.24105791747570038,727695,28.38650631904602,False
2700,0.1108686625957489,0.1028452143073082,2.701e-05,0.32251694798469543,727695,29.387398958206177,False
2800,0.10659370571374893,0.10845116525888443,2.8010000000000005e-05,0.3275482952594757,727695,30.39041543006897,False
2900,0.1084529384970665,0.10312239825725555,2.9010000000000005e-05,0.29063570499420166,727695,31.393601894378662,False
3000,0.11250180751085281,0.1052982360124588,3.001e-05,0.2514040768146515,727695,32.39481258392334,False
3100,0.11049090325832367,0.11126641929149628,3.101e-05,0.3029215931892395,727695,33.39743208885193,False
3200,0.1042516827583313,0.09832392632961273,3.201e-05,0.2676256597042084,727695,34.40082287788391,False
3300,0.1012529507279396,0.09802944213151932,3.3010000000000004e-05,0.5145668387413025,727695,35.40482187271118,False
3400,0.0938168466091156,0.09492648392915726,3.401e-05,0.28778529167175293,727695,36.410017251968384,False
3500,0.09780456125736237,0.10026092827320099,3.5010000000000005e-05,0.24626898765563965,727695,37.410842180252075,False
3600,0.09758295863866806,0.10312145203351974,3.601e-05,0.2586737275123596,727695,38.41424560546875,False
3700,0.10296753793954849,0.10180947929620743,3.701e-05,0.29730331897735596,727695,39.41604471206665,False
3800,0.10174348950386047,0.09349912405014038,3.8010000000000004e-05,0.300299733877182,727695,40.418145418167114,False
3900,0.09813258796930313,0.09730077534914017,3.901e-05,0.26776742935180664,727695,41.42220139503479,False
4000,0.0985625684261322,0.09851589798927307,4.0010000000000005e-05,0.41664788126945496,727695,42.415823221206665,False
4100,0.10045091062784195,0.10343911498785019,4.101e-05,0.3232572078704834,727695,43.416085958480835,False
4200,0.09713982045650482,0.10168872773647308,4.201e-05,0.33553317189216614,727695,44.41830277442932,False
4300,0.10417553782463074,0.09435924887657166,4.301e-05,0.3539160192012787,727695,45.41844844818115,False
4400,0.10484793037176132,0.09319759905338287,4.401e-05,0.3051479756832123,727695,46.41631007194519,False
4500,0.08893583714962006,0.09676245599985123,4.5010000000000004e-05,0.4031984806060791,727695,47.415796518325806,False
4600,0.08796094357967377,0.09202110022306442,4.601e-05,0.31563806533813477,727695,48.41380167007446,False
4700,0.09353626519441605,0.09255733340978622,4.7010000000000006e-05,0.31311893463134766,727695,49.41402721405029,False
4800,0.08639872074127197,0.09832678735256195,4.801e-05,0.3244856595993042,727695,50.41547918319702,False
4900,0.09474185854196548,0.08576199412345886,4.901e-05,0.5869160294532776,727695,51.41718578338623,False
5000,0.08713547885417938,0.08730609714984894,5.0010000000000004e-05,0.3667672276496887,727695,108.95717549324036,False
5100,0.09118129312992096,0.09091009199619293,5.101e-05,0.27424296736717224,727695,109.9775664806366,False
5200,0.09141869097948074,0.09464207291603088,5.2010000000000005e-05,0.30811193585395813,727695,111.01690292358398,False
5300,0.08764374256134033,0.09665456414222717,5.301e-05,0.33076101541519165,727695,112.05722332000732,False
5400,0.08589014410972595,0.08981218934059143,5.4010000000000006e-05,0.22756755352020264,727695,113.09112477302551,False
5500,0.08615086227655411,0.07775942981243134,5.5010000000000004e-05,0.3117123544216156,727695,114.12754726409912,False
5600,0.09665675461292267,0.10238617658615112,5.601000000000001e-05,0.2783985733985901,727695,115.15497732162476,False
5700,0.08917375653982162,0.08921869099140167,5.7010000000000005e-05,0.2512853741645813,727695,116.176020860672,False
5800,0.08700072020292282,0.08380850404500961,5.8009999999999995e-05,0.3126057982444763,727695,117.21202635765076,False
5900,0.08709673583507538,0.08581706136465073,5.901e-05,0.3971487879753113,727695,118.23226237297058,False
6000,0.08450344204902649,0.09362445771694183,6.0009999999999996e-05,0.3109380304813385,727695,119.23634362220764,False
6100,0.0887056514620781,0.0847647413611412,6.101e-05,0.277475506067276,727695,120.24248623847961,False
6200,0.08652658760547638,0.08470393717288971,6.201e-05,0.2939850389957428,727695,121.24528431892395,False
6300,0.09004555642604828,0.08329371362924576,6.301000000000001e-05,0.3884536027908325,727695,122.24269008636475,False
6400,0.08632182329893112,0.07925112545490265,6.401e-05,0.32043853402137756,727695,123.24445962905884,False
6500,0.08008792251348495,0.0899450033903122,6.501e-05,0.42199939489364624,727695,124.23692345619202,False
6600,0.07190698385238647,0.08760647475719452,6.601e-05,0.30708953738212585,727695,125.1564531326294,False
6700,0.08802445232868195,0.08786008507013321,6.701000000000001e-05,0.32517871260643005,727695,126.07162356376648,False
6800,0.08337493240833282,0.08368577808141708,6.801000000000001e-05,0.31280726194381714,727695,126.98702955245972,False
6900,0.08260341733694077,0.08016952127218246,6.901e-05,0.352891743183136,727695,127.90211415290833,False
7000,0.08595140278339386,0.08103951066732407,7.001e-05,0.24729272723197937,727695,128.81615567207336,False
7100,0.08292300999164581,0.0815909206867218,7.101e-05,0.25125983357429504,727695,129.7263286113739,False
7200,0.08388711512088776,0.07776471227407455,7.201e-05,0.388960063457489,727695,130.63734030723572,False
7300,0.07636884599924088,0.08660439401865005,7.301e-05,0.3714633584022522,727695,131.54702615737915,False
7400,0.07866014540195465,0.08106037229299545,7.401e-05,0.2785668969154358,727695,132.45507836341858,False
7500,0.07362408936023712,0.07862386852502823,7.501e-05,0.34653037786483765,727695,133.36541604995728,False
7600,0.08089844137430191,0.07642807811498642,7.601e-05,0.2680971622467041,727695,134.27146291732788,False
7700,0.07810615748167038,0.09235479682683945,7.701000000000001e-05,0.4014440178871155,727695,135.17759776115417,False
7800,0.08446172624826431,0.081140898168087,7.801000000000001e-05,0.3467450439929962,727695,136.0884144306183,False
7900,0.07151107490062714,0.07663705945014954,7.901e-05,0.3731668293476105,727695,136.99852108955383,False
8000,0.08560598641633987,0.08448068052530289,8.001e-05,0.24647857248783112,727695,137.90559458732605,False
8100,0.07520388066768646,0.08265922963619232,8.101000000000001e-05,0.33178141713142395,727695,138.81547904014587,False
8200,0.0835413709282875,0.07776554673910141,8.201000000000001e-05,0.35261523723602295,727695,139.72386360168457,False
8300,0.08159764111042023,0.07927201688289642,8.300999999999999e-05,0.2916202247142792,727695,140.63481450080872,False
8400,0.0826946347951889,0.08060109615325928,8.401e-05,0.33875226974487305,727695,141.5490984916687,False
8500,0.0754416435956955,0.08312450349330902,8.501e-05,0.34907978773117065,727695,142.46449780464172,False
8600,0.07759131491184235,0.0769299790263176,8.601e-05,0.4067118763923645,727695,143.38123679161072,False
8700,0.07707133889198303,0.080904021859169,8.701000000000001e-05,0.28928571939468384,727695,144.29677939414978,False
8800,0.07321108877658844,0.08428162336349487,8.801e-05,0.3364710807800293,727695,145.2098913192749,False
8900,0.07662470638751984,0.07617490738630295,8.901e-05,0.28403419256210327,727695,146.12419867515564,False
9000,0.07900368422269821,0.08050616830587387,9.001e-05,0.2885774075984955,727695,147.03921175003052,False
9100,0.06925995647907257,0.07644061744213104,9.101000000000001e-05,0.4442746639251709,727695,147.95496225357056,False
9200,0.07422031462192535,0.08448188006877899,9.201000000000001e-05,0.395114541053772,727695,148.8675172328949,False
9300,0.06669898331165314,0.07197530567646027,9.301e-05,0.3040240705013275,727695,149.78726482391357,False
9400,0.07711756229400635,0.07592646777629852,9.401e-05,0.3195429742336273,727695,150.7008969783783,False
9500,0.07152248173952103,0.07696793973445892,9.501e-05,0.2777467668056488,727695,151.61443400382996,False
9600,0.07311785221099854,0.07440591603517532,9.601e-05,0.3031059205532074,727695,152.52796936035156,False
9700,0.07076528668403625,0.08345471322536469,9.701e-05,0.300077885389328,727695,153.43946933746338,False
9800,0.07306808978319168,0.07336807250976562,9.801e-05,0.2935124933719635,727695,154.34494853019714,False
9900,0.07616662234067917,0.07686085999011993,9.901e-05,0.36790311336517334,727695,155.24884629249573,False
10000,0.07436119765043259,0.07909683883190155,0.0001,0.32953596115112305,727695,272.4639594554901,False
10100,0.06942170858383179,0.07837437838315964,0.0001,0.3205227255821228,727695,273.45021200180054,False
10200,0.07202892750501633,0.0743081346154213,0.0001,0.3370044231414795,727695,274.4424431324005,False
10300,0.06785283237695694,0.0783471018075943,0.0001,0.3627641201019287,727695,275.43598341941833,False
10400,0.07370149344205856,0.06573805212974548,0.0001,0.3375045657157898,727695,276.43842339515686,False
10500,0.07620612531900406,0.072112537920475,0.0001,0.3495190441608429,727695,277.4437258243561,False
10600,0.07140784710645676,0.07286656647920609,0.0001,0.27831950783729553,727695,278.44657278060913,False
10700,0.07416011393070221,0.06205611675977707,0.0001,0.3505551815032959,727695,279.4457576274872,False
10800,0.0711226612329483,0.0745607316493988,0.0001,0.257023423910141,727695,280.4456388950348,False
10900,0.06404708325862885,0.0723080113530159,0.0001,0.32061272859573364,727695,281.44351077079773,False
11000,0.07023096084594727,0.07652372121810913,0.0001,0.3369486331939697,727695,282.44203066825867,False
11100,0.0704234391450882,0.06165546923875809,0.0001,0.30032646656036377,727695,283.4436948299408,False
11200,0.06748151779174805,0.07405178248882294,0.0001,0.29210060834884644,727695,284.44469261169434,False
11300,0.05663999170064926,0.07045283168554306,0.0001,0.24901261925697327,727695,285.4416847229004,False
11400,0.07454375922679901,0.07204761356115341,0.0001,0.28720447421073914,727695,286.43984174728394,False
11500,0.0701524168252945,0.07327783852815628,0.0001,0.29233670234680176,727695,287.43793177604675,False
11600,0.0734468623995781,0.07437177002429962,0.0001,0.2624736726284027,727695,288.4419095516205,False
11700,0.0612628348171711,0.07132285833358765,0.0001,0.3590035140514374,727695,289.42695474624634,False
11800,0.06347938627004623,0.07040470838546753,0.0001,0.2498910129070282,727695,290.34905219078064,False
11900,0.06612386554479599,0.06596873700618744,0.0001,0.25323793292045593,727695,291.2710430622101,False
12000,0.06195256859064102,0.06723722815513611,0.0001,0.37306514382362366,727695,292.1974959373474,False
12100,0.06540714204311371,0.06656354665756226,0.0001,0.30502355098724365,727695,293.10905599594116,False
12200,0.06631766259670258,0.06747832894325256,0.0001,0.3318008780479431,727695,294.02338671684265,False
